
## 🏗️ System Architecture Core (Pass 1 & Pass 2)
| ID | Component | Phase | Status | Legacy Path / Notes |
| P4-COR750 | SatanonautVideo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/satanonaut_video.py |
| P4-COR751 | SimpleMimeophonVideo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/simple_mimeophon_video.py |
| P4-COR752 | GpuCompatibility | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/gpu_compatibility.py |
| P4-COR753 | MarketplaceClient | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/marketplace_client.py |
| P4-COR754 | MimeophonVideo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/mimeophon_video.py |
| P4-COR755 | MimeophonControlBridge | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/mimeophon_control_bridge.py |
| P4-COR756 | TimeMachineTop | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/time_machine_top.py |
| P4-COR757 | Texture3DTop | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/texture_3d_top.py |
| P4-COR758 | PlanetaryLfos | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/planetary_lfos.py |
| P4-COR759 | PluginLoader | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/plugin_loader.py |
| P4-COR760 | SatanonautPlugin | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/satanonaut_plugin.py |
| P4-COR761 | UseVolumetricDatamosh | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/examples/use_volumetric_datamosh.py |
| P4-COR762 | RunDepthDemo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/examples/run_depth_demo.py |
| P4-COR763 | TimeMachineDemo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/plugins/examples/time_machine_demo.py |
| P4-COR764 | ConsciousnessShowcase | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/showcase/consciousness_showcase.py |
| P4-COR765 | EdgeBlender | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/projection/edge_blender.py |
| P4-COR766 | SurfaceScanner | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/projection/surface_scanner.py |
| P4-COR767 | MeshWarper | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/projection/mesh_warper.py |
| P4-COR768 | Proxyerator | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/proxy_generator.py |
| P4-COR769 | FormatConverter | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/format_converter.py |
| P4-COR770 | MediaScanner | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/media_scanner.py |
| P4-COR771 | MediaManager | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/media_manager.py |
| P4-COR772 | DeckBuffer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/deck_buffer.py |
| P4-COR773 | MediaOptimizer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/media/media_optimizer.py |
| P4-COR774 | MtcParser | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/timecode/mtc_parser.py |
| P4-COR775 | PllSync | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/timecode/pll_sync.py |
| P4-COR776 | LtcDecoder | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/timecode/ltc_decoder.py |
| P4-COR777 | NtpClient | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/timecode/ntp_client.py |
| P4-COR778 | Webcam | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/sources/webcam.py |
| P4-COR779 | TestPattern | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/sources/test_pattern.py |
| P4-COR780 | NdiHub | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/ndi/ndi_hub.py |
| P4-COR781 | VideoTransport | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/ndi/video_transport.py |
| P4-COR782 | SignalRoutingMatrix | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/routing/signal_routing_matrix.py |
| P4-COR783 | OptimizedSignalManager | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/routing/optimized_signal_manager.py |
| P4-COR784 | Master | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/nodes/master_node.py |
| P4-COR785 | Uis | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/nodes/ui_nodes.py |
| P4-COR786 | NeuralStyleTransfer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/nodes/neural_style_transfer.py |
| P4-COR787 | VideoPlayer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/nodes/video_player_node.py |
| P4-COR788 | ProjectManager | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/state/project_manager.py |
| P4-COR789 | SignalMath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/state/signal_math.py |
| P4-COR790 | GenerativeSource | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/state/autopilot/generative_source.py |
| P4-COR791 | Autopilot | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/state/autopilot/autopilot.py |
| P4-COR792 | LicenseServer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/store/license_server.py |
| P4-COR793 | MarketplaceApi | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: core/store/marketplace_api.py |
| P4-COR794 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pip/_vendor/idna/core.py |
| P4-COR795 | Codec | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pip/_vendor/idna/codec.py |
| P4-COR796 | Compat | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pip/_vendor/idna/compat.py |
| P4-COR797 | LowLevel | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py |
| P4-COR798 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pip/_vendor/certifi/core.py |
| P4-COR799 | MoodInference | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: VJlive-2/core/audio/mood_inference.py |
| P4-COR800 | Exceptions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: VJlive-2/core/audio/exceptions.py |
| P4-COR801 | AudioIntegration | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: VJlive-2/core/audio/audio_integration.py |
| P4-COR802 | AudioOptimizer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: VJlive-2/core/audio/audio_optimizer.py |
| P4-COR803 | PerformanceMonitor | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: VJlive-2/core/audio/performance_monitor.py |
| P4-COR804 | DetachAstra | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: tools/detach_astra.py |
| P4-COR805 | VbefacoCore | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vbefaco/vbefaco_core.py |
| P4-COR806 | TestBassCannon3 | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vdepth/test_bass_cannon_3.py |
| P4-COR807 | VmoddemixCore | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vmoddemix/vmoddemix_core.py |
| P4-COR808 | VcvVideoerators | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/vcv_video_generators.py |
| P4-COR809 | Fractalerator | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/fractal_generator.py |
| P4-COR810 | RgbSeparator | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/rgb_separator.py |
| P4-COR811 | FfmpegFilter | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/ffmpeg_filter.py |
| P4-COR812 | VcvVideos | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/vcv_video_effects.py |
| P4-COR813 | Generators | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/generators.py |
| P4-COR814 | MilkdropShaders | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/milkdrop_shaders.py |
| P4-COR815 | PluginTemplate | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/plugin_template.py |
| P4-COR816 | Manifold | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/manifold.py |
| P4-COR817 | Sandbox | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/sandbox.py |
| P4-COR818 | MilkdropEquations | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/milkdrop_equations.py |
| P4-COR819 | MilkdropParser | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: plugins/vcore/milkdrop_parser.py |
| P4-COR820 | TestLiveCodingEngineSimplified | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/one_off_scripts/test_live_coding_engine_simplified.py |
| P4-COR821 | TestLicenseIntegration | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/one_off_scripts/test_license_integration.py |
| P4-COR822 | TestLiveCodingEngineSimple | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/one_off_scripts/test_live_coding_engine_simple.py |
| P4-COR823 | AudioProcessor | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/vcvrack_sources/visimaths/backend/core/audio_processor.py |
| P4-COR824 | PerformanceMonitor | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/vcvrack_sources/visimaths/backend/core/performance_monitor.py |
| P4-COR825 | CheckAstraUsb | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: JUNK/astra/check_astra_usb.py |
| P4-COR826 | DebugOverlayIntegration | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_v2/app/core/debug_overlay_integration.py |
| P4-COR827 | Renderer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_v2/app/core/renderer.py |
| P4-COR828 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/idna/core.py |
| P4-COR829 | Webassembly | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/pygments/lexers/webassembly.py |
| P4-COR830 | Fromnumeric | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/fromnumeric.py |
| P4-COR831 | ShapeBase | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/shape_base.py |
| P4-COR832 | Dtype | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/_dtype.py |
| P4-COR833 | Defchararray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/defchararray.py |
| P4-COR834 | MultiarrayUmath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/_multiarray_umath.py |
| P4-COR835 | Getlimits | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/getlimits.py |
| P4-COR836 | DtypeCtypes | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/_dtype_ctypes.py |
| P4-COR837 | Numerictypes | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/numerictypes.py |
| P4-COR838 | Overrides | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/overrides.py |
| P4-COR839 | Utils | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/_utils.py |
| P4-COR840 | Einsumfunc | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/einsumfunc.py |
| P4-COR841 | Multiarray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/multiarray.py |
| P4-COR842 | Internal | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/_internal.py |
| P4-COR843 | Numeric | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/numeric.py |
| P4-COR844 | Umath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/umath.py |
| P4-COR845 | Records | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/records.py |
| P4-COR846 | Arrayprint | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/core/arrayprint.py |
| P4-COR847 | Fromnumeric | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/fromnumeric.py |
| P4-COR848 | ShapeBase | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/shape_base.py |
| P4-COR849 | Dtype | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_dtype.py |
| P4-COR850 | Defchararray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/defchararray.py |
| P4-COR851 | Exceptions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_exceptions.py |
| P4-COR852 | Getlimits | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/getlimits.py |
| P4-COR853 | UfuncConfig | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py |
| P4-COR854 | Printoptions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/printoptions.py |
| P4-COR855 | DtypeCtypes | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_dtype_ctypes.py |
| P4-COR856 | Numerictypes | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/numerictypes.py |
| P4-COR857 | Asarray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_asarray.py |
| P4-COR858 | AddNewdocs | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_add_newdocs.py |
| P4-COR859 | Methods | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_methods.py |
| P4-COR860 | Overrides | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/overrides.py |
| P4-COR861 | Strings | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/strings.py |
| P4-COR862 | TypeAliases | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_type_aliases.py |
| P4-COR863 | StringHelpers | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_string_helpers.py |
| P4-COR864 | Einsumfunc | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/einsumfunc.py |
| P4-COR865 | AddNewdocsScalars | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_add_newdocs_scalars.py |
| P4-COR866 | Multiarray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/multiarray.py |
| P4-COR867 | Internal | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/_internal.py |
| P4-COR868 | Numeric | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/numeric.py |
| P4-COR869 | Cversions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/cversions.py |
| P4-COR870 | Umath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/umath.py |
| P4-COR871 | Records | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/records.py |
| P4-COR872 | Memmap | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/memmap.py |
| P4-COR873 | Arrayprint | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/arrayprint.py |
| P4-COR874 | TestSimd | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_simd.py |
| P4-COR875 | TestDlpack | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_dlpack.py |
| P4-COR876 | TestCpuFeatures | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_cpu_features.py |
| P4-COR877 | TestUmath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_umath.py |
| P4-COR878 | TestMultiprocessing | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_multiprocessing.py |
| P4-COR879 | TestArrayApiInfo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_array_api_info.py |
| P4-COR880 | TestLongdouble | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_longdouble.py |
| P4-COR881 | TestNep50Promotions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_nep50_promotions.py |
| P4-COR882 | TestApi | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_api.py |
| P4-COR883 | TestProtocols | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_protocols.py |
| P4-COR884 | TestMemmap | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_memmap.py |
| P4-COR885 | TestStringdtype | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_stringdtype.py |
| P4-COR886 | TestScalarmath | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_scalarmath.py |
| P4-COR887 | TestCython | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_cython.py |
| P4-COR888 | TestIndexing | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_indexing.py |
| P4-COR889 | TestCastingUnittests | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_casting_unittests.py |
| P4-COR890 | TestErrstate | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_errstate.py |
| P4-COR891 | TestCustomDtypes | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_custom_dtypes.py |
| P4-COR892 | TestDefchararray | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_defchararray.py |
| P4-COR893 | TestUfunc | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_ufunc.py |
| P4-COR894 | TestDeprecations | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_deprecations.py |
| P4-COR895 | TestGetlimits | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_getlimits.py |
| P4-COR896 | TestNumeric | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_numeric.py |
| P4-COR897 | TestLimitedApi | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_limited_api.py |
| P4-COR898 | TestArgparse | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_argparse.py |
| P4-COR899 | TestHalf | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_half.py |
| P4-COR900 | TestShapeBase | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_shape_base.py |
| P4-COR901 | TestRecords | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_records.py |
| P4-COR902 | TestAbc | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_abc.py |
| P4-COR903 | TestConversionUtils | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_conversion_utils.py |
| P4-COR904 | TestFinfo | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_finfo.py |
| P4-COR905 | TestUnicode | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_unicode.py |
| P4-COR906 | TestRegression | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_regression.py |
| P4-COR907 | TestDatetime | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_datetime.py |
| P4-COR908 | TestFunctionBase | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_function_base.py |
| P4-COR909 | TestOverrides | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_overrides.py |
| P4-COR910 | TestExceptions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test__exceptions.py |
| P4-COR911 | TestDtype | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_dtype.py |
| P4-COR912 | TestNditer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_nditer.py |
| P4-COR913 | TestPrint | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_print.py |
| P4-COR914 | TestHashtable | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_hashtable.py |
| P4-COR915 | Locales | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/_locales.py |
| P4-COR916 | Natype | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/_natype.py |
| P4-COR917 | TestEinsum | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_einsum.py |
| P4-COR918 | TestExtint128 | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_extint128.py |
| P4-COR919 | TestItemSelection | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/_core/tests/test_item_selection.py |
| P4-COR920 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/ma/core.py |
| P4-COR921 | TestCore | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/numpy/ma/tests/test_core.py |
| P4-COR922 | ReportCore | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/coverage/report_core.py |
| P4-COR923 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/coverage/core.py |
| P4-COR924 | Constants | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/constants.py |
| P4-COR925 | Shaders | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GLES2/shaders.py |
| P4-COR926 | ShaderCoreProperties | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GLES2/ARM/shader_core_properties.py |
| P4-COR927 | MaliShaderBinary | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GLES2/ARM/mali_shader_binary.py |
| P4-COR928 | Shaders | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GL/shaders.py |
| P4-COR929 | VertexShaderLayer | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GL/AMD/vertex_shader_layer.py |
| P4-COR930 | GcnShader | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GL/AMD/gcn_shader.py |
| P4-COR931 | SpirvExtensions | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GL/ARB/spirv_extensions.py |
| P4-COR932 | EglSync | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/OpenGL/GL/EXT/EGL_sync.py |
| P4-COR933 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/certifi/core.py |
| P4-COR934 | Torture | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/mpmath/tests/torture.py |
| P4-COR935 | Core | P0 | ⬜ PENDING SKELETON (Pass 1) | DB: vjlive_env/lib/python3.12/site-packages/zmq/green/core.py |
